Number of Learning Problems, Population Size, Average Fitness, Average Specificity, Macro Classifier Proportion, Average Number of Steps to Goal
5, 50, 0.5662810540528317, 6.34, 0.42, 81.41
10, 76, 0.5786378945016123, 6.302631578947368, 0.4868421052631579, 81.41
