Number of Learning Problems, Population Size, Average Fitness, Average Specificity, Macro Classifier Proportion, Average Number of Steps to Goal
5, 44, 0.6020962646133717, 5.704545454545454, 0.45454545454545453, 81.41
10, 62, 0.6833010578704156, 5.790322580645161, 0.45161290322580644, 81.41
