Number of Learning Problems, Population Size, Average Fitness, Average Specificity, Macro Classifier Proportion, Average Number of Steps to Goal
5, 53, 0.6731119013937611, 6.622641509433962, 0.49056603773584906, 81.41
10, 69, 0.6053135868127204, 6.681159420289855, 0.4492753623188406, 81.41
