Number of Learning Problems, Population Size, Average Fitness, Average Specificity, Macro Classifier Proportion, Average Number of Steps to Goal
5, 30, 0.680258200019708, 5.066666666666666, 0.4, 81.41
10, 46, 0.6666835831660961, 4.956521739130435, 0.41304347826086957, 81.41
