Number of Learning Problems, Population Size, Average Fitness, Average Specificity, Macro Classifier Proportion, Average Number of Steps to Goal
5, 42, 0.6410278077374542, 5.285714285714286, 0.5, 81.41
10, 59, 0.5705696976803741, 5.237288135593221, 0.3898305084745763, 81.41
