Number of Learning Problems, Population Size, Average Fitness, Average Specificity, Macro Classifier Proportion, Average Number of Steps to Goal
5, 56, 0.5189707767595864, 6.589285714285714, 0.375, 81.41
10, 82, 0.528134823697005, 6.536585365853658, 0.3780487804878049, 81.41
