Number of Learning Problems, Population Size, Average Fitness, Average Specificity, Macro Classifier Proportion, Average Number of Steps to Goal
5, 38, 0.7193290682904049, 6.2368421052631575, 0.39473684210526316, 81.41
10, 59, 0.7090438107426772, 6.186440677966102, 0.4406779661016949, 81.41
